label,f_0,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40,f_41,f_42,f_43,f_44,f_45,f_46,f_47,f_48,f_49,f_50,f_51,f_52,f_53,f_54,f_55,f_56,f_57,f_58,f_59,f_60,f_61,f_62,f_63,f_64,f_65,f_66,f_67,f_68,f_69,f_70,f_71,f_72,f_73,f_74,f_75,f_76,f_77,f_78,f_79,f_80,f_81,f_82,f_83
1,0.0,0.0,-0.1134020618556701,-0.12371134020618557,-0.16494845360824742,-0.27835051546391754,-0.08247422680412371,-0.3917525773195876,0.041237113402061855,-0.4536082474226804,-0.08247422680412371,-0.5154639175257731,-0.1134020618556701,-0.7422680412371134,-0.13402061855670103,-0.8762886597938144,-0.14432989690721648,-1.0,0.041237113402061855,-0.4536082474226804,0.07216494845360824,-0.5773195876288659,0.020618556701030927,-0.41237113402061853,0.0,-0.32989690721649484,0.15463917525773196,-0.3711340206185567,0.16494845360824742,-0.44329896907216493,0.07216494845360824,-0.28865979381443296,0.05154639175257732,-0.23711340206185566,0.24742268041237114,-0.26804123711340205,0.23711340206185566,-0.32989690721649484,0.15463917525773196,-0.2268041237113402,0.12371134020618557,-0.18556701030927836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,-0.10101010101010101,-0.12121212121212122,-0.15151515151515152,-0.2727272727272727,-0.08080808080808081,-0.3939393939393939,0.04040404040404041,-0.45454545454545453,-0.0707070707070707,-0.5151515151515151,-0.10101010101010101,-0.7474747474747475,-0.13131313131313133,-0.8787878787878788,-0.1414141414141414,-1.0,0.050505050505050504,-0.45454545454545453,0.08080808080808081,-0.5858585858585859,0.020202020202020204,-0.42424242424242425,0.010101010101010102,-0.3434343434343434,0.16161616161616163,-0.37373737373737376,0.1717171717171717,-0.4444444444444444,0.08080808080808081,-0.29292929292929293,0.050505050505050504,-0.24242424242424243,0.24242424242424243,-0.2727272727272727,0.24242424242424243,-0.3333333333333333,0.16161616161616163,-0.23232323232323232,0.13131313131313133,-0.1919191919191919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,-0.11224489795918367,-0.12244897959183673,-0.16326530612244897,-0.2857142857142857,-0.08163265306122448,-0.3979591836734694,0.04081632653061224,-0.45918367346938777,-0.08163265306122448,-0.5204081632653061,-0.11224489795918367,-0.7551020408163265,-0.1326530612244898,-0.8877551020408163,-0.14285714285714285,-1.0,0.04081632653061224,-0.45918367346938777,0.07142857142857142,-0.5816326530612245,0.02040816326530612,-0.42857142857142855,0.0,-0.336734693877551,0.15306122448979592,-0.37755102040816324,0.17346938775510204,-0.4489795918367347,0.07142857142857142,-0.29591836734693877,0.04081632653061224,-0.23469387755102042,0.24489795918367346,-0.2755102040816326,0.24489795918367346,-0.336734693877551,0.15306122448979592,-0.23469387755102042,0.12244897959183673,-0.1836734693877551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,-0.10416666666666667,-0.125,-0.15625,-0.2916666666666667,-0.09375,-0.4166666666666667,0.03125,-0.46875,-0.052083333333333336,-0.5104166666666666,-0.08333333333333333,-0.7395833333333334,-0.10416666666666667,-0.8854166666666666,-0.11458333333333333,-1.0,0.07291666666666667,-0.4479166666666667,0.08333333333333333,-0.5833333333333334,0.020833333333333332,-0.4166666666666667,0.0,-0.3333333333333333,0.17708333333333334,-0.3645833333333333,0.17708333333333334,-0.4479166666666667,0.07291666666666667,-0.3020833333333333,0.052083333333333336,-0.22916666666666666,0.2708333333333333,-0.2604166666666667,0.25,-0.3333333333333333,0.15625,-0.23958333333333334,0.13541666666666666,-0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,-0.09174311926605505,-0.11926605504587157,-0.11926605504587157,-0.27522935779816515,-0.027522935779816515,-0.3944954128440367,0.10091743119266056,-0.45871559633027525,-0.05504587155963303,-0.5229357798165137,-0.05504587155963303,-0.7431192660550459,-0.05504587155963303,-0.8807339449541285,-0.03669724770642202,-1.0,0.07339449541284404,-0.44954128440366975,0.12844036697247707,-0.5779816513761468,0.07339449541284404,-0.42201834862385323,0.05504587155963303,-0.3394495412844037,0.1743119266055046,-0.3577981651376147,0.22018348623853212,-0.42201834862385323,0.11009174311926606,-0.26605504587155965,0.07339449541284404,-0.21100917431192662,0.25688073394495414,-0.24770642201834864,0.28440366972477066,-0.3119266055045872,0.1926605504587156,-0.21100917431192662,0.14678899082568808,-0.1743119266055046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,-0.09090909090909091,-0.12727272727272726,-0.12727272727272726,-0.2818181818181818,-0.03636363636363636,-0.39090909090909093,0.1,-0.4636363636363636,-0.045454545454545456,-0.5181818181818182,-0.045454545454545456,-0.7454545454545455,-0.05454545454545454,-0.8818181818181818,-0.03636363636363636,-1.0,0.07272727272727272,-0.45454545454545453,0.12727272727272726,-0.5818181818181818,0.07272727272727272,-0.41818181818181815,0.05454545454545454,-0.34545454545454546,0.17272727272727273,-0.35454545454545455,0.22727272727272727,-0.42727272727272725,0.11818181818181818,-0.2727272727272727,0.07272727272727272,-0.21818181818181817,0.2545454545454545,-0.2545454545454545,0.2818181818181818,-0.3181818181818182,0.19090909090909092,-0.21818181818181817,0.15454545454545454,-0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,-0.09259259259259259,-0.1111111111111111,-0.12962962962962962,-0.2777777777777778,-0.046296296296296294,-0.3888888888888889,0.09259259259259259,-0.4537037037037037,-0.046296296296296294,-0.5185185185185185,-0.046296296296296294,-0.75,-0.05555555555555555,-0.8888888888888888,-0.037037037037037035,-1.0,0.07407407407407407,-0.4537037037037037,0.12962962962962962,-0.5740740740740741,0.07407407407407407,-0.4166666666666667,0.05555555555555555,-0.3333333333333333,0.17592592592592593,-0.3611111111111111,0.23148148148148148,-0.42592592592592593,0.12037037037037036,-0.26851851851851855,0.07407407407407407,-0.21296296296296297,0.25925925925925924,-0.25,0.28703703703703703,-0.3055555555555556,0.19444444444444445,-0.2037037037037037,0.1574074074074074,-0.17592592592592593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,-0.09259259259259259,-0.12037037037037036,-0.12962962962962962,-0.2777777777777778,-0.037037037037037035,-0.3888888888888889,0.09259259259259259,-0.4537037037037037,-0.046296296296296294,-0.5185185185185185,-0.046296296296296294,-0.75,-0.05555555555555555,-0.8796296296296297,-0.037037037037037035,-1.0,0.07407407407407407,-0.4537037037037037,0.1388888888888889,-0.5833333333333334,0.07407407407407407,-0.4166666666666667,0.05555555555555555,-0.3425925925925926,0.17592592592592593,-0.35185185185185186,0.23148148148148148,-0.42592592592592593,0.12037037037037036,-0.26851851851851855,0.07407407407407407,-0.21296296296296297,0.25925925925925924,-0.24074074074074073,0.28703703703703703,-0.3055555555555556,0.19444444444444445,-0.21296296296296297,0.1574074074074074,-0.17592592592592593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,-0.09259259259259259,-0.12037037037037036,-0.12962962962962962,-0.2777777777777778,-0.037037037037037035,-0.3888888888888889,0.09259259259259259,-0.4537037037037037,-0.046296296296296294,-0.5185185185185185,-0.05555555555555555,-0.75,-0.05555555555555555,-0.8796296296296297,-0.037037037037037035,-1.0,0.07407407407407407,-0.4537037037037037,0.1388888888888889,-0.5833333333333334,0.07407407407407407,-0.4166666666666667,0.05555555555555555,-0.3333333333333333,0.17592592592592593,-0.35185185185185186,0.23148148148148148,-0.42592592592592593,0.12037037037037036,-0.26851851851851855,0.07407407407407407,-0.21296296296296297,0.25925925925925924,-0.24074074074074073,0.28703703703703703,-0.3055555555555556,0.19444444444444445,-0.21296296296296297,0.1574074074074074,-0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,-0.09259259259259259,-0.1111111111111111,-0.12962962962962962,-0.26851851851851855,-0.037037037037037035,-0.37962962962962965,0.09259259259259259,-0.4537037037037037,-0.046296296296296294,-0.5185185185185185,-0.05555555555555555,-0.75,-0.05555555555555555,-0.8796296296296297,-0.037037037037037035,-1.0,0.07407407407407407,-0.4537037037037037,0.1388888888888889,-0.5833333333333334,0.07407407407407407,-0.4166666666666667,0.05555555555555555,-0.3333333333333333,0.17592592592592593,-0.3611111111111111,0.23148148148148148,-0.42592592592592593,0.12037037037037036,-0.26851851851851855,0.07407407407407407,-0.21296296296296297,0.25925925925925924,-0.24074074074074073,0.28703703703703703,-0.3055555555555556,0.19444444444444445,-0.2037037037037037,0.1574074074074074,-0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
